"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBJPRAKUDAFE001-07","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-02|EMP-JOBJPRAKUDAFE001-03","Rakuda Commerce Frontend accepted candidate model 7","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","commerce storefront|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-08","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-03|EMP-JOBJPRAKUDAFE001-04","Rakuda Commerce Frontend accepted candidate model 8","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub","commerce storefront|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-09","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-04|EMP-JOBJPRAKUDAFE001-05","Rakuda Commerce Frontend accepted candidate model 9","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","commerce storefront|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPRAKUDAFE001-10","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-05|EMP-JOBJPRAKUDAFE001-01","Rakuda Commerce Frontend accepted candidate model 10","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","commerce storefront|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-11","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-01|EMP-JOBJPRAKUDAFE001-02","Rakuda Commerce Frontend accepted candidate model 11","Frontend","2","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","commerce storefront|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-12","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-02|EMP-JOBJPRAKUDAFE001-03","Rakuda Commerce Frontend accepted candidate model 12","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub","commerce storefront|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPRAKUDAFE001-13","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-03|EMP-JOBJPRAKUDAFE001-04","Rakuda Commerce Frontend accepted candidate model 13","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","commerce storefront|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-14","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-04|EMP-JOBJPRAKUDAFE001-05","Rakuda Commerce Frontend accepted candidate model 14","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","commerce storefront|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-15","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-05|EMP-JOBJPRAKUDAFE001-01","Rakuda Commerce Frontend accepted candidate model 15","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","commerce storefront|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPRAKUDAFE001-16","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-01|EMP-JOBJPRAKUDAFE001-02","Rakuda Commerce Frontend accepted candidate model 16","Frontend","2","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub","commerce storefront|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-17","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-02|EMP-JOBJPRAKUDAFE001-03","Rakuda Commerce Frontend accepted candidate model 17","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","commerce storefront|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-18","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-03|EMP-JOBJPRAKUDAFE001-04","Rakuda Commerce Frontend accepted candidate model 18","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","commerce storefront|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPRAKUDAFE001-19","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-04|EMP-JOBJPRAKUDAFE001-05","Rakuda Commerce Frontend accepted candidate model 19","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","commerce storefront|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPRAKUDAFE001-20","JOB-JP-RAKUDA-FE-001","EMP-JOBJPRAKUDAFE001-05|EMP-JOBJPRAKUDAFE001-01","Rakuda Commerce Frontend accepted candidate model 20","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub","commerce storefront|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-01","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-01|EMP-JOBJPSHIBUYAFE001-02","Shibuya Media Lab Frontend accepted candidate model 1","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","media editing UI|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-02","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-02|EMP-JOBJPSHIBUYAFE001-03","Shibuya Media Lab Frontend accepted candidate model 2","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","media editing UI|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-03","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-03|EMP-JOBJPSHIBUYAFE001-04","Shibuya Media Lab Frontend accepted candidate model 3","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","media editing UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-04","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-04|EMP-JOBJPSHIBUYAFE001-05","Shibuya Media Lab Frontend accepted candidate model 4","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub","media editing UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-05","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-05|EMP-JOBJPSHIBUYAFE001-01","Shibuya Media Lab Frontend accepted candidate model 5","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","media editing UI|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-06","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-01|EMP-JOBJPSHIBUYAFE001-02","Shibuya Media Lab Frontend accepted candidate model 6","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","media editing UI|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-07","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-02|EMP-JOBJPSHIBUYAFE001-03","Shibuya Media Lab Frontend accepted candidate model 7","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","media editing UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-08","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-03|EMP-JOBJPSHIBUYAFE001-04","Shibuya Media Lab Frontend accepted candidate model 8","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub","media editing UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-09","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-04|EMP-JOBJPSHIBUYAFE001-05","Shibuya Media Lab Frontend accepted candidate model 9","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","media editing UI|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-10","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-05|EMP-JOBJPSHIBUYAFE001-01","Shibuya Media Lab Frontend accepted candidate model 10","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","media editing UI|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-11","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-01|EMP-JOBJPSHIBUYAFE001-02","Shibuya Media Lab Frontend accepted candidate model 11","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","media editing UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-12","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-02|EMP-JOBJPSHIBUYAFE001-03","Shibuya Media Lab Frontend accepted candidate model 12","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub","media editing UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-13","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-03|EMP-JOBJPSHIBUYAFE001-04","Shibuya Media Lab Frontend accepted candidate model 13","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","media editing UI|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-14","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-04|EMP-JOBJPSHIBUYAFE001-05","Shibuya Media Lab Frontend accepted candidate model 14","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","media editing UI|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-15","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-05|EMP-JOBJPSHIBUYAFE001-01","Shibuya Media Lab Frontend accepted candidate model 15","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","media editing UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-16","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-01|EMP-JOBJPSHIBUYAFE001-02","Shibuya Media Lab Frontend accepted candidate model 16","Frontend","4","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub","media editing UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-17","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-02|EMP-JOBJPSHIBUYAFE001-03","Shibuya Media Lab Frontend accepted candidate model 17","Frontend","5","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","media editing UI|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-18","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-03|EMP-JOBJPSHIBUYAFE001-04","Shibuya Media Lab Frontend accepted candidate model 18","Frontend","6","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","media editing UI|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPSHIBUYAFE001-19","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-04|EMP-JOBJPSHIBUYAFE001-05","Shibuya Media Lab Frontend accepted candidate model 19","Frontend","7","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","media editing UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPSHIBUYAFE001-20","JOB-JP-SHIBUYA-FE-001","EMP-JOBJPSHIBUYAFE001-05|EMP-JOBJPSHIBUYAFE001-01","Shibuya Media Lab Frontend accepted candidate model 20","Frontend","3","Japanese:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub","media editing UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-01","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-01|EMP-JOBJPFUJIFE001-02","Fuji Travel Tech Frontend accepted candidate model 1","Frontend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","travel itinerary interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-02","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-02|EMP-JOBJPFUJIFE001-03","Fuji Travel Tech Frontend accepted candidate model 2","Frontend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","travel itinerary interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-03","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-03|EMP-JOBJPFUJIFE001-04","Fuji Travel Tech Frontend accepted candidate model 3","Frontend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","travel itinerary interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-04","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-04|EMP-JOBJPFUJIFE001-05","Fuji Travel Tech Frontend accepted candidate model 4","Frontend","2","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub","travel itinerary interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-05","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-05|EMP-JOBJPFUJIFE001-01","Fuji Travel Tech Frontend accepted candidate model 5","Frontend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","travel itinerary interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-06","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-01|EMP-JOBJPFUJIFE001-02","Fuji Travel Tech Frontend accepted candidate model 6","Frontend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","travel itinerary interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-07","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-02|EMP-JOBJPFUJIFE001-03","Fuji Travel Tech Frontend accepted candidate model 7","Frontend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","travel itinerary interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-08","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-03|EMP-JOBJPFUJIFE001-04","Fuji Travel Tech Frontend accepted candidate model 8","Frontend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub","travel itinerary interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-09","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-04|EMP-JOBJPFUJIFE001-05","Fuji Travel Tech Frontend accepted candidate model 9","Frontend","2","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","travel itinerary interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-10","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-05|EMP-JOBJPFUJIFE001-01","Fuji Travel Tech Frontend accepted candidate model 10","Frontend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","travel itinerary interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-11","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-01|EMP-JOBJPFUJIFE001-02","Fuji Travel Tech Frontend accepted candidate model 11","Frontend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","travel itinerary interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-12","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-02|EMP-JOBJPFUJIFE001-03","Fuji Travel Tech Frontend accepted candidate model 12","Frontend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub","travel itinerary interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-13","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-03|EMP-JOBJPFUJIFE001-04","Fuji Travel Tech Frontend accepted candidate model 13","Frontend","6","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","travel itinerary interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-14","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-04|EMP-JOBJPFUJIFE001-05","Fuji Travel Tech Frontend accepted candidate model 14","Frontend","2","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","travel itinerary interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-15","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-05|EMP-JOBJPFUJIFE001-01","Fuji Travel Tech Frontend accepted candidate model 15","Frontend","3","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","travel itinerary interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBJPFUJIFE001-16","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-01|EMP-JOBJPFUJIFE001-02","Fuji Travel Tech Frontend accepted candidate model 16","Frontend","4","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub","travel itinerary interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBJPFUJIFE001-17","JOB-JP-FUJI-FE-001","EMP-JOBJPFUJIFE001-02|EMP-JOBJPFUJIFE001-03","Fuji Travel Tech Frontend accepted candidate model 17","Frontend","5","Japanese:CONVERSATIONAL|English:BUSINESS","Bachelor or equivalent","JLPT N1|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","travel itinerary interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
